datetime,city,state,country,shape,duration,comments,latitude,longitude,region,us_region
1/10/2005 0:40,orland park,IL,US,diamond,2700,3 red lights hovering in the northeast sky,41.6302778,-87.8538889,US,Midwest
1/10/2005 0:57,orland park,IL,US,light,420,Red lights in sky over Orland Park&#44 Illinois,41.6302778,-87.8538889,US,Midwest
1/10/2005 1:00,tinley park,IL,US,circle,600,Three red blinking dots in the sky that hoovered unlike an airplane that I know of.,41.5733333,-87.7844444,US,Midwest
1/10/2005 9:30,albuquerque,NM,US,disk,600,Two blue pinpoints of light merge onto one silver disk.,35.0844444,-106.6505556,US,Southwest
1/10/2005 19:00,winnamac,IN,US,triangle,15,orange triangular shape that turned on and off two times,41.05143,-86.603065,US,Midwest
1/10/2005 20:30,napa,CA,US,unknown,1200,Dim Flapping Object in Napa Sky October 1st,38.2972222,-122.2844444,US,West
1/10/2005 21:30,oklahoma city,OK,US,light,2700,I WAS LEAVING EL RENO&#44OKLAHOMA&#44APPROXIMATELY 40 MILES WEST OF OKC ABOUT 9PM. TRAVELING NORTH ON HWY 81 I NOTICED A VERY BRIGHT STAR-LIK,35.4675,-97.5161111,US,Southeast
1/10/2005 22:00,central lake,MI,US,unknown,1500,Lights over Traverse Bay 35min moving than fixed position,45.07,-85.2644444,US,Midwest
1/10/2006 6:00,iraq,ASIA,IQ,triangle,15,I SAW THE SAME THING  IN 2006,33.223191,43.679291,Asia,ASIA
1/10/2006 15:05,thompson,MO,US,cigar,3600,MISSOURI INVESTIGATORS GROUP Report:  I saw glowing green lights in the sky at night and 5 objects in the sky during sunset..,39.1886111,-91.9827778,US,Midwest
1/10/2006 19:20,monkton,MD,US,oval,480,7-10 objects&#44 Multicolored Lights&#44 No Noise&#44 Oval Shaped,39.5786111,-76.6158333,US,Southeast
1/10/2006 20:34,seattle,WA,US,teardrop,12,Very large yellow teardrop-shaped disk or meteor dropping several or many miles East of Seattle&#44 Washington - watched for 12-14 seconds,47.6063889,-122.3308333,US,West
1/10/2006 22:00,santa fe,NM,US,fireball,20,Several bright lights headed slowly towards horizon,35.6869444,-105.9372222,US,Southwest
1/10/2006 22:15,phoenix and saguaro lake,AZ,US,light,2,Giant meteor sails over Saguaro Lake  Senta Scarborough and JJ Hensley The Arizona Republic Oct. 2&#44 2006 10:48 AM  Residents who saw a,33.800592,-112.204047,US,Southwest
1/10/2006 23:00,cuchara,CO,US,unknown,60,There appeared to be about six very very bright glowing white ball shaped objects.,37.3791667,-105.0997222,US,West
1/10/2006 23:15,canon city,CO,US,light,240,Large bright light with aura&#44 &quot;fireworks&quot; features&#44 then several distinct white lights,38.4,-105.2166667,US,West
1/10/2006 23:15,santa fe,NM,US,light,45,about 23:15   sunday&#44 10/1/06--a slow-moving horizontal strip of white light that shown into my room and then truned blue and moved off,35.6869444,-105.9372222,US,Southwest
1/10/2006 23:20,silverthorne,CO,US,light,10,I saw about six lights coming toward our house in a straight line&#44 and one at a time from the furthest away&#44 they went out.,39.6375,-106.0613889,US,West
1/10/2006 23:27,monument,CO,US,other,10,Four bright star-like objects&#44 observed from Monument&#44 CO&#44 2317 hrs&#44 10/1/06&#44 traveling SW-NE at high rate of speed&#44 no sound&#44 <10 sec.,39.0916667,-104.8722222,US,West
1/10/2007 9:50,charlotte,NC,US,light,1200,4 DOTS OF LIGHT AROUND MOON  MID MORNING TODAY,35.2269444,-80.8433333,US,Southeast
1/10/2007 13:00,litchfield,IL,US,oval,2,Seen shiny aluminum colored craft @ Yeager Lake in Litchfield,39.1752778,-89.6541667,US,Midwest
1/10/2007 20:00,tryon,NC,US,light,10,Strange lights in NC sky.,35.2080556,-82.2386111,US,Southeast
1/10/2008 0:24,kuala lumpur (malaysia),ASIA,MY,disk,300,A huge &quot;creature&quot; built up with a line of bright line with a red light at the middle top of it&#44 appears in the dark clear Malaysia sky&#33,3.139003,101.686855,Asia,ASIA
1/10/2008 19:00,warwick,RI,US,circle,600,Myself and two of my friends were driving down the road to pick up my girlfriend when my friend in the passenger seat noticed two unide,41.7,-71.4166667,US,Northeast
1/10/2008 20:00,texas city,TX,US,other,2,very strange&#44 unexplainable sound,29.3836111,-94.9025,US,Southeast
1/10/2008 20:45,leavenworth,WA,US,light,120,Big Light in the West Sky over Leavenworth Washington,47.5963889,-120.6602778,US,West
1/10/2008 20:45,renton,WA,US,light,600,lights seen at night,47.4830556,-122.2158333,US,West
1/10/2008 21:00,wellington,AL,US,light,120,a light over the mountain,33.8225,-85.8927778,US,Southeast
1/10/2008 22:00,garrett,IN,US,triangle,4,Triangular shape with an array of lights and unusual amount of silent aircraft in the sky.,41.3494444,-85.1355556,US,Midwest
1/10/2008 22:30,arlington,TX,US,sphere,600,Large&#44 very well lit sphere shaped object flying very low over my neighborhood then disappeared,32.7355556,-97.1077778,US,Southeast
1/10/2009 18:00,memphis,TN,US,oval,300,Day and Night - Saw object twice c.2009.  3-witnesses.  Very similar to that object in the Tulsa OK sighting c.1965.,35.1494444,-90.0488889,US,Southeast
1/10/2009 23:00,belleview,FL,US,circle,600,Flashing Blue Orb over southern Marion county FL.,29.055,-82.0625,US,Southeast
1/10/2010 8:30,middleton,WI,US,other,180,Glowing orange barrel-shaped objects in sky over town of Middleton&#44 WI,43.0972222,-89.5041667,US,Midwest
1/10/2010 9:30,spotsylvania,VA,US,circle,1800,blue&#44 red&#44 green&#44 and bright white light hovering over field near Thornburg Va food lion.,38.2008333,-77.5894444,US,Southeast
1/10/2010 19:45,fayetteville,NC,US,light,300,FAST RED LIGHT WITH SLOWER BUT LARGER WHITE LIGHTS FALLING,35.0525,-78.8786111,US,Southeast
1/10/2011 0:53,thunder bay (canada),AMERICA,CA,other,5,0:53 or 12:53 am EST&#44 Saturday October 1st 2011&#44 Thunder Bay&#44 ON&#44 T like figure&#44 4 seconds&#44 dim orange lights&#44 silent  500 Lights On Ob,48.4,-89.233333,America,AMERICA
1/10/2011 6:00,san benito,TX,US,triangle,10,south texas 1 oct. v shaped silent object traveling south east dim white lights,26.1322222,-97.6308333,US,Southeast
1/10/2011 20:00,linn (outside of),MO,US,unknown,5,Huge green flashing light low to the ground in missouri,38.4858333,-91.8502778,US,Midwest
1/10/2011 20:00,wilmington,NC,US,triangle,300,Triangle... very dim lights&#44 no noise&#44 around all outer edges&#44 moving slowly&#44 very low... went out of sight over UNCW campus,34.2255556,-77.945,US,Southeast
1/10/2011 21:50,tenino,WA,US,light,180,Orange ball of light hovers and then ascends and suddenly disappears,46.8569444,-122.8516667,US,West
1/10/2011 22:00,mccomb,MS,US,rectangle,10,On a clear night while laying on a table witnessed a silent rectangle fully visible craft cross the sky aprrox.500&quot; over trees,31.2436111,-90.4530556,US,Southeast
1/10/2011 23:57,homestead,FL,US,formation,35,I am familiar with several types of planes&#44  I worked at a NY airport for a number of years and I am a fan of military planes&#44 this sig,25.4683333,-80.4777778,US,Southeast
1/10/2012 1:50,colorado springs,CO,US,light,9,Falling bright light,38.8338889,-104.8208333,US,West
1/10/2012 11:20,welland (canada),AMERICA,CA,fireball,2700,Groups of 2 Orange/yellow balls shot through the sky in a set path and disappeared over and over,42.983333,-79.25,America,AMERICA
1/10/2012 20:00,racine,WI,US,other,900,Odd lights in formation appering and disappering.,42.7261111,-87.7827778,US,Midwest
1/10/2013 9:42,cobb mountain,CA,US,fireball,1500,Bright round orange/red fireball.,38.807404,-122.740546,US,West
1/10/2013 12:30,pittsburgh,PA,US,unknown,60,Driving across the Glenfied Bridge&#44 northbound&#44 saw an odd shape as i was looking southeast down the Ohio. It wasn&#39t a plane. It wa,40.4405556,-79.9961111,US,Northeast
1/10/2013 12:30,pittsburgh,PA,US,unknown,60,I&#39m conflicted. I had another sighting&#44 and I was challenged by you of filing a false report.  ((NUFORC Note:  See comment below.  PD),40.4405556,-79.9961111,US,Northeast
1/10/2013 22:10,white lake,MI,US,unknown,900,Two seperate objects far off&#44 with a white light that turned off an on every four or five minutes then disappeared.,42.6916667,-83.5541667,US,Midwest
1/10/2013 22:45,middle island (long island),NY,US,fireball,1200,Orange Glowing Lights over East Long Island.,40.8841667,-72.9377778,US,Northeast
12/10/1978 21:00,dyersburg,TN,US,triangle,7200,NW TN TRIANGLE.,36.0344444,-89.3855556,US,Southeast
12/10/1997 19:00,white tank mountains,AZ,US,light,1200,Saw bright light past mountains. Looked at it through binoculars. It was very large. Must have been 18 or 19 miles away. Due to it&#39s si,33.539166,-112.558414,US,Southwest
12/10/1997 21:51,kenner (34th st.),LA,US,disk,1260,two disk like objects passed over me and my mother  objevts seemed to be a couple of thousand feet overhead,29.9938889,-90.2416667,US,Southeast
12/10/1998 7:00,murray,UT,US,light,300,It was a red light in the north west sky. it rose very slowly for about three minetes and then droped down flashing red and white.To sl,40.6669444,-111.8872222,US,West
12/10/1999 9:00,miami,OK,US,oval,120,Flock of Silver Ovalish Shaped Disk flying quickly through the daytime sky.,36.8744444,-94.8772222,US,Southeast
12/10/1999 21:33,minnesota (central&#44 rural),MN,US,chevron,90,observed two chevron crafts hovering 225 &amp; 300 feet. aprox. 500 feet from my location. They were directly to my west&#44 and also observed,46.729553,-94.6859,US,Midwest
12/10/1999 23:00,norwark,CT,US,fireball,60,I saw a white object shoot across the sky at about 50-100 feet high. Looked like a comet&#44 but was way to close to the ground and was tr,41.117744,-73.408158,US,Northeast
12/10/2000 18:00,belmont,VT,US,cigar,600,The cigar shaped craft was hovering in the southwestern sky fairly close to the ground.  There were lights on it.  There was a bright &quot;,43.4155556,-72.8227778,US,Northeast
12/10/2000 19:00,gilbert,AZ,US,unknown,900,Bright red ball of light moving an easterly direction over Gilbert&#44 AZ,33.3527778,-111.7883333,US,Southwest
12/10/2001 1:30,miami (kendall),FL,US,circle,1200,On Oct.12&#442001 at 1:30am&#44 I witnessed a dark disk over my neighborhood in Miami&#44Fl.,25.7738889,-80.1938889,US,Southeast
12/10/2001 5:30,miami,FL,US,disk,1200,Craft hovered high in the atmosphere&#44 changed colors or flashed lights. Red&#44 White&#44 Green Moving so slightly,25.7738889,-80.1938889,US,Southeast
12/10/2001 15:40,denver,CO,US,disk,120,As I was driving in my car on the way home from work&#44 I stopped at the red light turning west on Colfax Avenue.  I was on the intersect,39.7391667,-104.9841667,US,West
12/10/2004 0:00,tacoma,WA,US,formation,4,Three orange circles without depth&#44 quickly&#44 randomly and fluidly dancing in tight formation&#44 moving silently,47.2530556,-122.4430556,US,West
12/10/2004 14:00,hayward,CA,US,sphere,2700,More UFO&#39s in Hayward,37.6688889,-122.0797222,US,West
12/10/2004 16:00,&iacute;safj&ouml;r&eth;ur (iceland),EUROPE,IS,cylinder,900,Cylinder hiding from fighter jets in west Iceland,66.075833,-23.126667,Europe,EUROPE
12/10/2004 22:30,rocklin,CA,US,triangle,3600,I first saw the object at about 10:30 last night.  It remained in one place.  ((NUFORC Note:  Possibly a twinkling star??  PD)),38.7908333,-121.2347222,US,West
12/10/2005 2:05,longwood,FL,US,formation,20,Two glowing discs slowly glide accross Longwood FL night sky.,28.7027778,-81.3386111,US,Southeast
12/10/2005 19:35,gurgaon (india),ASIA,IN,oval,420,Blue oval ball over Gurgaon sky line,28.459497,77.026638,Asia,ASIA
12/10/2005 22:00,san jose,CA,US,unknown,300,Possible Chinese Spacecraft Launch??,37.3394444,-121.8938889,US,West
12/10/2006 22:30,boulder,CO,US,triangle,10,Object appeared for about 10 seconds triangle shape,40.015,-105.27,US,West
12/10/2007 0:20,ogden,UT,US,triangle,10,Large Triangle space craft seen from Northern Utah Traveling South out of the North sky 10-12-07 at 12:20am,41.2230556,-111.9730556,US,West
12/10/2007 19:20,west los angeles,CA,US,unknown,600,un-steady flight as if it was shaking almost moving left to right flying forward single slow flashing red light not like cesna or multi,34.0522222,-118.2427778,US,West
12/10/2007 20:00,indiana/ohio (in flight),IN,US,disk,300,Lights over Indiana or Ohio 10/12/2007,37.060704,-88.525335,US,Midwest
12/10/2007 22:00,irvine,CA,US,unknown,600,Lights in Irvine October 2007: Hoax,33.6694444,-117.8222222,US,West
12/10/2008 9:00,reading,PA,US,diamond,300,Sightings Over Reading Pa Area,40.3355556,-75.9272222,US,Northeast
12/10/2008 21:00,manchester,TN,US,changing,120,Shape changing plasma type thing along a large jet stream in night sky,35.4816667,-86.0886111,US,Southeast
12/10/2009 20:00,yakima,WA,US,light,300,3 very bright lights stationary in the sky&#44 but separated  by approximately 10 degrees,46.6022222,-120.5047222,US,West
12/10/2009 22:00,houston/tomball,TX,US,light,60,A white light like a star traveling very fast chafing directions then dissapeared.,30.099121,-95.615819,US,Southeast
12/10/2010 0:00,port au port west (canada),AMERICA,CA,light,900,moving  bright white light fades out / moves far away then returns shortly after,48.539371,-58.776848,America,AMERICA
12/10/2010 10:00,milpitas,CA,US,other,300,Sorry about this&#44 but I just filed a report about the white dots over Milpitas and I believe I got the day wrong.  I reported Wednesday,37.4283333,-121.9055556,US,West
12/10/2010 19:13,daphne,AL,US,chevron,45,Chevron shape lights moving slowly&#44 Daphne AL,30.6033333,-87.9036111,US,Southeast
12/10/2011 20:00,ocean isle beach,NC,US,light,1200,I am a 55 year old business owner from Raleigh&#44 NC and have been an FAA  licensed  pilot  for 37 years. I have an interest in astronomy,33.8941667,-78.4269444,US,Southeast
12/10/2011 21:00,san antonio,TX,US,triangle,900,2 spacecraft and huge blue light in the sky,29.4238889,-98.4933333,US,Southeast
12/10/2011 21:00,zortman,MT,US,light,1800,Small bright yellow white light forming into three. making a loud roaring noise.,47.9177778,-108.5255556,US,West
12/10/2012 0:00,titusville,FL,US,fireball,30,WE SAW 3 SEPARATE SIGHTINGS WITHIN 15 MINS TIME EACH TIME 3 ORANGE FLAME BALLS FLEW IN UNISON THROUGH THE NEIGHBORS TREES AT A FAST PAC,28.6119444,-80.8077778,US,Southeast
12/10/2012 6:30,pittsburgh,PA,US,rectangle,3,Craft zoomed past my windshield.,40.4405556,-79.9961111,US,Northeast
12/10/2012 14:30,big rock,TN,US,sphere,1200,Large white/silver spherical object with smaller black object in close proximity over Fort Campbell&#44 KY.,36.5805556,-87.76,US,Southeast
12/10/2012 19:00,buckeye,AZ,US,light,3600,I saw a strange orange orb in the southern sky.,33.3702778,-112.5830556,US,Southwest
12/10/2012 20:28,bellevue,KY,US,unknown,120,Observed a round ball of white light about 1000 ft next to a plane going same speed then disappear.,39.1063889,-84.4788889,US,Southeast
12/10/2012 23:15,wolcott,CT,US,circle,300,5 amber orbs floating at a high rate of speed,41.6022222,-72.9872222,US,Northeast
12/10/2013 3:08,austin,TX,US,unknown,17,Gold hazy &quot;being&quot; hovering (like standing on edge of craft) while over apt building in NW Austin - amber lights on edges.,30.2669444,-97.7427778,US,Southeast
12/10/2013 18:30,clarkston,MI,US,triangle,1800,Triangular object with 2 small round objects in clouds in daylight&#441 of the objects took off at increadable speed.,42.7358333,-83.4188889,US,Midwest
12/10/2013 20:55,austin,TX,US,triangle,60,UFO lights over Austin&#44 Texas ACL Fest During the Cure Concert.,30.2669444,-97.7427778,US,Southeast
12/10/2013 21:00,franklin,OH,US,light,600,Bright white lights one then three then four appeared then all diappeared then reappeared.,39.5588889,-84.3041667,US,Midwest
